# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号|electricityBalance
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=23011109;2=23011110;3=23011111;4=23011112|0.0
15A栋|337|3|4|1=26154433;2=26154434;3=26154435;4=26154436|0.0
15A栋|338|3|4|1=26154437;2=26154438;3=26154439;4=26154440|0.0
15A栋|339|3|4|1=;2=;3=;4=|0.0
15A栋|340|3|4|1=;2=;3=;4=|0.0
15A栋|341|3|4|1=;2=;3=;4=|0.0
15A栋|342|3|4|1=;2=;3=;4=|0.0
15A栋|343|3|4|1=;2=;3=;4=|0.0
15A栋|344|3|4|1=;2=;3=;4=|0.0
15A栋|345|3|4|1=;2=;3=;4=|0.0
15B栋|101|1|4|1=23151101;2=23151102;3=23151103;4=23151104|0.0
15B栋|102|1|4|1=23151105;2=23151106;3=23151107;4=23151108|0.0
15B栋|103|1|4|1=23151109;2=23151110;3=23151111;4=23151112|0.0
15B栋|104|1|4|1=23151113;2=23151114;3=23151115;4=23151116|0.0
15B栋|105|1|4|1=23151117;2=23151118;3=23151119;4=23151120|0.0
15B栋|106|1|4|1=23151121;2=23151122;3=23151123;4=23151124|0.0
15B栋|107|1|4|1=23151125;2=23151126;3=23151127;4=23151128|0.0
15B栋|108|1|4|1=23151129;2=23151130;3=23151131;4=23151132|0.0
15B栋|109|1|4|1=23151201;2=23151202;3=23151203;4=23151204|0.0
15B栋|110|1|4|1=23151205;2=23151206;3=23151207;4=23151208|0.0
15B栋|111|1|4|1=23151209;2=23151210;3=23151211;4=23151212|0.0
15B栋|112|1|4|1=23151213;2=23151214;3=23151215;4=23151216|0.0
15B栋|113|1|4|1=23151217;2=23151218;3=23151219;4=23151220|0.0
15B栋|114|1|4|1=23151221;2=23151222;3=23151223;4=23151224|0.0
15B栋|115|1|4|1=23151225;2=23151226;3=23151227;4=23151228|0.0
15B栋|116|1|4|1=23151229;2=23151230;3=23151231;4=23151232|0.0
15B栋|117|1|4|1=23151301;2=23151302;3=23151303;4=23151304|0.0
15B栋|118|1|4|1=23151305;2=23151306;3=23151307;4=23151308|0.0
15B栋|119|1|4|1=23151309;2=23151310;3=23151311;4=23151312|0.0
15B栋|120|1|4|1=23151313;2=23151314;3=23151315;4=23151316|0.0
15B栋|121|1|4|1=23151317;2=23151318;3=23151319;4=23151320|0.0
15B栋|122|1|4|1=23151321;2=23151322;3=23151323;4=23151324|0.0
15B栋|123|1|4|1=23151325;2=23151326;3=23151327;4=23151328|0.0
15B栋|124|1|4|1=23151329;2=23151330;3=23151331;4=23151332|0.0
15B栋|125|1|4|1=23151401;2=23151402;3=23151403;4=23151404|0.0
15B栋|126|1|4|1=23151405;2=23151406;3=23151407;4=23151408|0.0
15B栋|127|1|4|1=23151409;2=23151410;3=23151411;4=23151412|0.0
15B栋|128|1|4|1=23151413;2=23151414;3=23151415;4=23151416|0.0
15B栋|129|1|4|1=23151417;2=23151418;3=23151419;4=23151420|0.0
15B栋|130|1|4|1=23151421;2=23151422;3=23151423;4=23151424|0.0
15B栋|131|1|4|1=23151425;2=23151426;3=23151427;4=23151428|0.0
15B栋|132|1|4|1=23151429;2=23151430;3=23151431;4=23151432|0.0
15B栋|133|1|4|1=23152101;2=23152102;3=23152103;4=23152104|0.0
15B栋|134|1|4|1=23152105;2=23152106;3=23152107;4=23152108|0.0
15B栋|135|1|4|1=23152109;2=23152110;3=23152111;4=23152112|0.0
15B栋|136|1|4|1=23152113;2=23152114;3=23152115;4=23152116|0.0
15B栋|137|1|4|1=23152117;2=23152118;3=23152119;4=23152120|0.0
15B栋|138|1|4|1=23152121;2=23152122;3=23152123;4=23152124|0.0
15B栋|139|1|4|1=23152125;2=23152126;3=23152127;4=23152128|0.0
15B栋|140|1|4|1=23152129;2=23152130;3=23152131;4=23152132|0.0
15B栋|141|1|4|1=23152201;2=23152202;3=23152203;4=23152204|0.0
15B栋|142|1|4|1=23152205;2=23152206;3=23152207;4=23152208|0.0
15B栋|143|1|4|1=23152209;2=23152210;3=23152211;4=23152212|0.0
15B栋|144|1|4|1=23152213;2=23152214;3=23152215;4=23152216|0.0
15B栋|145|1|4|1=23152217;2=23152218;3=23152219;4=23152220|0.0
15B栋|201|2|4|1=23152221;2=23152222;3=23152223;4=23152224|0.0
15B栋|202|2|4|1=23152225;2=23152226;3=23152227;4=23152228|0.0
15B栋|203|2|4|1=23152229;2=23152230;3=23152231;4=23152232|0.0
15B栋|204|2|4|1=23152301;2=23152302;3=23152303;4=23152304|0.0
15B栋|205|2|4|1=23152305;2=23152306;3=23152307;4=23152308|0.0
15B栋|206|2|4|1=23152309;2=23152310;3=23152311;4=23152312|0.0
15B栋|207|2|4|1=23152313;2=23152314;3=23152315;4=23152316|0.0
15B栋|208|2|4|1=23152317;2=23152318;3=23152319;4=23152320|0.0
15B栋|209|2|4|1=23152321;2=23152322;3=23152323;4=23152324|0.0
15B栋|210|2|4|1=23152325;2=23152326;3=23152327;4=23152328|0.0
15B栋|211|2|4|1=23152329;2=23152330;3=23152331;4=23152332|0.0
15B栋|212|2|4|1=23152401;2=23152402;3=23152403;4=23152404|0.0
15B栋|213|2|4|1=23152405;2=23152406;3=23152407;4=23152408|0.0
15B栋|214|2|4|1=23152409;2=23152410;3=23152411;4=23152412|0.0
15B栋|215|2|4|1=23152413;2=23152414;3=23152415;4=23152416|0.0
15B栋|216|2|4|1=23152417;2=23152418;3=23152419;4=23152420|0.0
15B栋|217|2|4|1=23152421;2=23152422;3=23152423;4=23152424|0.0
15B栋|218|2|4|1=23152425;2=23152426;3=23152427;4=23152428|0.0
15B栋|219|2|4|1=23152429;2=23152430;3=23152431;4=23152432|0.0
15B栋|220|2|4|1=23153101;2=23153102;3=23153103;4=23153104|0.0
15B栋|221|2|4|1=23153105;2=23153106;3=23153107;4=23153108|0.0
15B栋|222|2|4|1=23153109;2=23153110;3=23153111;4=23153112|0.0
15B栋|223|2|4|1=23153113;2=23153114;3=23153115;4=23153116|0.0
15B栋|224|2|4|1=23153117;2=23153118;3=23153119;4=23153120|0.0
15B栋|225|2|4|1=23153121;2=23153122;3=23153123;4=23153124|0.0
15B栋|226|2|4|1=23153125;2=23153126;3=23153127;4=23153128|0.0
15B栋|227|2|4|1=23153129;2=23153130;3=23153131;4=23153132|0.0
15B栋|228|2|4|1=23153201;2=23153202;3=23153203;4=23153204|0.0
15B栋|229|2|4|1=23153205;2=23153206;3=23153207;4=23153208|0.0
15B栋|230|2|4|1=23153209;2=23153210;3=23153211;4=23153212|0.0
15B栋|231|2|4|1=23153213;2=23153214;3=23153215;4=23153216|0.0
15B栋|232|2|4|1=23153217;2=23153218;3=23153219;4=23153220|0.0
15B栋|233|2|4|1=23153221;2=23153222;3=23153223;4=23153224|0.0
15B栋|234|2|4|1=23153225;2=23153226;3=23153227;4=23153228|0.0
15B栋|235|2|4|1=23153229;2=23153230;3=23153231;4=23153232|0.0
15B栋|236|2|4|1=23153301;2=23153302;3=23153303;4=23153304|0.0
15B栋|237|2|4|1=23153305;2=23153306;3=23153307;4=23153308|0.0
15B栋|238|2|4|1=23153309;2=23153310;3=23153311;4=23153312|0.0
15B栋|239|2|4|1=23153313;2=23153314;3=23153315;4=23153316|0.0
15B栋|240|2|4|1=23153317;2=23153318;3=23153319;4=23153320|0.0
15B栋|241|2|4|1=23153321;2=23153322;3=23153323;4=23153324|0.0
15B栋|242|2|4|1=23153325;2=23153326;3=23153327;4=23153328|0.0
15B栋|243|2|4|1=23153329;2=23153330;3=23153331;4=23153332|0.0
15B栋|244|2|4|1=23153401;2=23153402;3=23153403;4=23153404|0.0
15B栋|245|2|4|1=23153405;2=23153406;3=23153407;4=23153408|0.0
15B栋|301|3|4|1=23153409;2=23153410;3=23153411;4=23153412|0.0
15B栋|302|3|4|1=23153413;2=23153414;3=23153415;4=23153416|0.0
15B栋|303|3|4|1=23153417;2=23153418;3=23153419;4=23153420|0.0
15B栋|304|3|4|1=23153421;2=23153422;3=23153423;4=23153424|0.0
15B栋|305|3|4|1=23153425;2=23153426;3=23153427;4=23153428|0.0
15B栋|306|3|4|1=23153429;2=23153430;3=23153431;4=23153432|0.0
15B栋|307|3|4|1=23154101;2=23154102;3=23154103;4=23154104|0.0
15B栋|308|3|4|1=23154105;2=23154106;3=23154107;4=23154108|0.0
15B栋|309|3|4|1=23154109;2=23154110;3=23154111;4=23154112|0.0
15B栋|310|3|4|1=23154113;2=23154114;3=23154115;4=23154116|0.0
15B栋|311|3|4|1=23154117;2=23154118;3=23154119;4=23154120|0.0
15B栋|312|3|4|1=23154121;2=23154122;3=23154123;4=23154124|0.0
15B栋|313|3|4|1=23154125;2=23154126;3=23154127;4=23154128|0.0
15B栋|314|3|4|1=23154129;2=23154130;3=23154131;4=23154132|0.0
15B栋|315|3|4|1=23154201;2=23154202;3=23154203;4=23154204|0.0
15B栋|316|3|4|1=23154205;2=23154206;3=23154207;4=23154208|0.0
15B栋|317|3|4|1=23154209;2=23154210;3=23154211;4=23154212|0.0
15B栋|318|3|4|1=23154213;2=23154214;3=23154215;4=23154216|0.0
15B栋|319|3|4|1=23154217;2=23154218;3=23154219;4=23154220|0.0
15B栋|320|3|4|1=23154221;2=23154222;3=23154223;4=23154224|0.0
15B栋|321|3|4|1=23154225;2=23154226;3=23154227;4=23154228|0.0
15B栋|322|3|4|1=23154229;2=23154230;3=23154231;4=23154232|0.0
15B栋|323|3|4|1=23154301;2=23154302;3=23154303;4=23154304|0.0
15B栋|324|3|4|1=23154305;2=23154306;3=23154307;4=23154308|0.0
15B栋|325|3|4|1=23154309;2=23154310;3=23154311;4=23154312|0.0
15B栋|326|3|4|1=23154313;2=23154314;3=23154315;4=23154316|0.0
15B栋|327|3|4|1=23154317;2=23154318;3=23154319;4=23154320|0.0
15B栋|328|3|4|1=23154321;2=23154322;3=23154323;4=23154324|0.0
15B栋|329|3|4|1=23154325;2=23154326;3=23154327;4=23154328|0.0
15B栋|330|3|4|1=23154329;2=23154330;3=23154331;4=23154332|0.0
15B栋|331|3|4|1=23154401;2=23154402;3=23154403;4=23154404|0.0
15B栋|332|3|4|1=23154405;2=23154406;3=23154407;4=23154408|0.0
15B栋|333|3|4|1=23154409;2=23154410;3=23154411;4=23154412|0.0
15B栋|334|3|4|1=23154413;2=23154414;3=23154415;4=23154416|0.0
15B栋|335|3|4|1=23154417;2=23154418;3=23154419;4=23154420|0.0
15B栋|336|3|4|1=23154421;2=23154422;3=23154423;4=23154424|0.0
15B栋|337|3|4|1=23154425;2=23154426;3=23154427;4=23154428|0.0
15B栋|338|3|4|1=23154429;2=23154430;3=23154431;4=23154432|0.0
15B栋|339|3|4|1=24151101;2=24151102;3=24151103;4=24151104|0.0
15B栋|340|3|4|1=24151105;2=24151106;3=24151107;4=24151108|0.0
15B栋|341|3|4|1=24151109;2=24151110;3=24151111;4=24151112|0.0
15B栋|342|3|4|1=24151113;2=24151114;3=24151115;4=24151116|0.0
15B栋|343|3|4|1=24151117;2=24151118;3=24151119;4=24151120|0.0
15B栋|344|3|4|1=24151121;2=24151122;3=24151123;4=24151124|0.0
15B栋|345|3|4|1=24151125;2=24151126;3=24151127;4=24151128|0.0
15B栋|401|4|4|1=24151129;2=24151130;3=24151131;4=24151132|0.0
15B栋|402|4|4|1=24151201;2=24151202;3=24151203;4=24151204|0.0
15B栋|403|4|4|1=24151205;2=24151206;3=24151207;4=24151208|0.0
15B栋|404|4|4|1=24151209;2=24151210;3=24151211;4=24151212|0.0
15B栋|405|4|4|1=24151213;2=24151214;3=24151215;4=24151216|0.0
15B栋|406|4|4|1=24151217;2=24151218;3=24151219;4=24151220|0.0
15B栋|407|4|4|1=24151221;2=24151222;3=24151223;4=24151224|0.0
15B栋|408|4|4|1=24151225;2=24151226;3=24151227;4=24151228|0.0
15B栋|409|4|4|1=24151229;2=24151230;3=24151231;4=24151232|0.0
15B栋|410|4|4|1=24151301;2=24151302;3=24151303;4=24151304|0.0
15B栋|411|4|4|1=24151305;2=24151306;3=24151307;4=24151308|0.0
15B栋|412|4|4|1=24151309;2=24151310;3=24151311;4=24151312|0.0
15B栋|413|4|4|1=24151313;2=24151314;3=24151315;4=24151316|0.0
15B栋|414|4|4|1=24151317;2=24151318;3=24151319;4=24151320|0.0
15B栋|415|4|4|1=24151321;2=24151322;3=24151323;4=24151324|0.0
15B栋|416|4|4|1=24151325;2=24151326;3=24151327;4=24151328|0.0
15B栋|417|4|4|1=24151329;2=24151330;3=24151331;4=24151332|0.0
15B栋|418|4|4|1=24151401;2=24151402;3=24151403;4=24151404|0.0
15B栋|419|4|4|1=24151405;2=24151406;3=24151407;4=24151408|0.0
15B栋|420|4|4|1=24151409;2=24151410;3=24151411;4=24151412|0.0
15B栋|421|4|4|1=24151413;2=24151414;3=24151415;4=24151416|0.0
15B栋|422|4|4|1=24151417;2=24151418;3=24151419;4=24151420|0.0
15B栋|423|4|4|1=24151421;2=24151422;3=24151423;4=24151424|0.0
15B栋|424|4|4|1=24151425;2=24151426;3=24151427;4=24151428|0.0
15B栋|425|4|4|1=24151429;2=24151430;3=24151431;4=24151432|0.0
15B栋|426|4|4|1=24152101;2=24152102;3=24152103;4=24152104|0.0
15B栋|427|4|4|1=24152105;2=24152106;3=24152107;4=24152108|0.0
15B栋|428|4|4|1=24152109;2=24152110;3=24152111;4=24152112|0.0
15B栋|429|4|4|1=24152113;2=24152114;3=24152115;4=24152116|0.0
15B栋|430|4|4|1=24152117;2=24152118;3=24152119;4=24152120|0.0
15B栋|431|4|4|1=24152121;2=24152122;3=24152123;4=24152124|0.0
15B栋|432|4|4|1=24152125;2=24152126;3=24152127;4=24152128|0.0
15B栋|433|4|4|1=24152129;2=24152130;3=24152131;4=24152132|0.0
15B栋|434|4|4|1=24152201;2=24152202;3=24152203;4=24152204|0.0
15B栋|435|4|4|1=24152205;2=24152206;3=24152207;4=24152208|0.0
15B栋|436|4|4|1=24152209;2=24152210;3=24152211;4=24152212|0.0
15B栋|437|4|4|1=24152213;2=24152214;3=24152215;4=24152216|0.0
15B栋|438|4|4|1=24152217;2=24152218;3=24152219;4=24152220|0.0
15B栋|439|4|4|1=24152221;2=24152222;3=24152223;4=24152224|0.0
15B栋|440|4|4|1=24152225;2=24152226;3=24152227;4=24152228|0.0
15B栋|441|4|4|1=24152229;2=24152230;3=24152231;4=24152232|0.0
15B栋|442|4|4|1=24152301;2=24152302;3=24152303;4=24152304|0.0
15B栋|443|4|4|1=24152305;2=24152306;3=24152307;4=24152308|0.0
15B栋|444|4|4|1=24152309;2=24152310;3=24152311;4=24152312|0.0
15B栋|445|4|4|1=24152313;2=24152314;3=24152315;4=24152316|0.0
15B栋|501|5|4|1=24152317;2=24152318;3=24152319;4=24152320|0.0
15B栋|502|5|4|1=24152321;2=24152322;3=24152323;4=24152324|0.0
15B栋|503|5|4|1=24152325;2=24152326;3=24152327;4=24152328|0.0
15B栋|504|5|4|1=24152329;2=24152330;3=24152331;4=24152332|0.0
15B栋|505|5|4|1=24152401;2=24152402;3=24152403;4=24152404|0.0
15B栋|506|5|4|1=24152405;2=24152406;3=24152407;4=24152408|0.0
15B栋|507|5|4|1=24152409;2=24152410;3=24152411;4=24152412|0.0
15B栋|508|5|4|1=24152413;2=24152414;3=24152415;4=24152416|0.0
15B栋|509|5|4|1=24152417;2=24152418;3=24152419;4=24152420|0.0
15B栋|510|5|4|1=24152421;2=24152422;3=24152423;4=24152424|0.0
15B栋|511|5|4|1=24152425;2=24152426;3=24152427;4=24152428|0.0
15B栋|512|5|4|1=24152429;2=24152430;3=24152431;4=24152432|0.0
15B栋|513|5|4|1=24153101;2=24153102;3=24153103;4=24153104|0.0
15B栋|514|5|4|1=24153105;2=24153106;3=24153107;4=24153108|0.0
15B栋|515|5|4|1=24153109;2=24153110;3=24153111;4=24153112|0.0
15B栋|516|5|4|1=24153113;2=24153114;3=24153115;4=24153116|0.0
15B栋|517|5|4|1=24153117;2=24153118;3=24153119;4=24153120|0.0
15B栋|518|5|4|1=24153121;2=24153122;3=24153123;4=24153124|0.0
15B栋|519|5|4|1=24153125;2=24153126;3=24153127;4=24153128|0.0
15B栋|520|5|4|1=24153129;2=24153130;3=24153131;4=24153132|0.0
15B栋|521|5|4|1=24153201;2=24153202;3=24153203;4=24153204|0.0
15B栋|522|5|4|1=24153205;2=24153206;3=24153207;4=24153208|0.0
15B栋|523|5|4|1=24153209;2=24153210;3=24153211;4=24153212|0.0
15B栋|524|5|4|1=24153213;2=24153214;3=24153215;4=24153216|0.0
15B栋|525|5|4|1=24153217;2=24153218;3=24153219;4=24153220|0.0
15B栋|526|5|4|1=24153221;2=24153222;3=24153223;4=24153224|0.0
15B栋|527|5|4|1=24153225;2=24153226;3=24153227;4=24153228|0.0
15B栋|528|5|4|1=24153229;2=24153230;3=24153231;4=24153232|0.0
15B栋|529|5|4|1=24153301;2=24153302;3=24153303;4=24153304|0.0
15B栋|530|5|4|1=24153305;2=24153306;3=24153307;4=24153308|0.0
15B栋|531|5|4|1=24153309;2=24153310;3=24153311;4=24153312|0.0
15B栋|532|5|4|1=24153313;2=24153314;3=24153315;4=24153316|0.0
15B栋|533|5|4|1=24153317;2=24153318;3=24153319;4=24153320|0.0
15B栋|534|5|4|1=24153321;2=24153322;3=24153323;4=24153324|0.0
15B栋|535|5|4|1=24153325;2=24153326;3=24153327;4=24153328|0.0
15B栋|536|5|4|1=24153329;2=24153330;3=24153331;4=24153332|0.0
15B栋|537|5|4|1=24153401;2=24153402;3=24153403;4=24153404|0.0
15B栋|538|5|4|1=24153405;2=24153406;3=24153407;4=24153408|0.0
15B栋|539|5|4|1=24153409;2=24153410;3=24153411;4=24153412|0.0
15B栋|540|5|4|1=24153413;2=24153414;3=24153415;4=24153416|0.0
15B栋|541|5|4|1=24153417;2=24153418;3=24153419;4=24153420|0.0
15B栋|542|5|4|1=24153421;2=24153422;3=24153423;4=24153424|0.0
15B栋|543|5|4|1=24153425;2=24153426;3=24153427;4=24153428|0.0
15B栋|544|5|4|1=24153429;2=24153430;3=24153431;4=24153432|0.0
15B栋|545|5|4|1=24154101;2=24154102;3=24154103;4=24154104|0.0
15B栋|601|6|4|1=24154105;2=24154106;3=24154107;4=24154108|0.0
15B栋|602|6|4|1=24154109;2=24154110;3=24154111;4=24154112|0.0
15B栋|603|6|4|1=24154113;2=24154114;3=24154115;4=24154116|0.0
15B栋|604|6|4|1=24154117;2=24154118;3=24154119;4=24154120|0.0
15B栋|605|6|4|1=24154121;2=24154122;3=24154123;4=24154124|0.0
15B栋|606|6|4|1=24154125;2=24154126;3=24154127;4=24154128|0.0
15B栋|607|6|4|1=24154129;2=24154130;3=24154131;4=24154132|0.0
15B栋|608|6|4|1=24154201;2=24154202;3=24154203;4=24154204|0.0
15B栋|609|6|4|1=24154205;2=24154206;3=24154207;4=24154208|0.0
15B栋|610|6|4|1=24154209;2=24154210;3=24154211;4=24154212|0.0
15B栋|611|6|4|1=24154213;2=24154214;3=24154215;4=24154216|0.0
15B栋|612|6|4|1=24154217;2=24154218;3=24154219;4=24154220|0.0
15B栋|613|6|4|1=24154221;2=24154222;3=24154223;4=24154224|0.0
15B栋|614|6|4|1=24154225;2=24154226;3=24154227;4=24154228|0.0
15B栋|615|6|4|1=24154229;2=24154230;3=24154231;4=24154232|0.0
15B栋|616|6|4|1=24154301;2=24154302;3=24154303;4=24154304|0.0
15B栋|617|6|4|1=24154305;2=24154306;3=24154307;4=24154308|0.0
15B栋|618|6|4|1=24154309;2=24154310;3=24154311;4=24154312|0.0
15B栋|619|6|4|1=24154313;2=24154314;3=24154315;4=24154316|0.0
15B栋|620|6|4|1=24154317;2=24154318;3=24154319;4=24154320|0.0
15B栋|621|6|4|1=24154321;2=24154322;3=24154323;4=24154324|0.0
15B栋|622|6|4|1=24154325;2=24154326;3=24154327;4=24154328|0.0
15B栋|623|6|4|1=24154329;2=24154330;3=24154331;4=24154332|0.0
15B栋|624|6|4|1=24154401;2=24154402;3=24154403;4=24154404|0.0
15B栋|625|6|4|1=24154405;2=24154406;3=24154407;4=24154408|0.0
15B栋|626|6|4|1=24154409;2=24154410;3=24154411;4=24154412|0.0
15B栋|627|6|4|1=24154413;2=24154414;3=24154415;4=24154416|0.0
15B栋|628|6|4|1=24154417;2=24154418;3=24154419;4=24154420|0.0
15B栋|629|6|4|1=24154421;2=24154422;3=24154423;4=24154424|0.0
15B栋|630|6|4|1=24154425;2=24154426;3=24154427;4=24154428|0.0
15B栋|631|6|4|1=24154429;2=24154430;3=24154431;4=24154432|0.0
15B栋|632|6|4|1=25151101;2=25151102;3=25151103;4=25151104|0.0
15B栋|633|6|4|1=25151105;2=25151106;3=25151107;4=25151108|0.0
15B栋|634|6|4|1=25151109;2=25151110;3=25151111;4=25151112|0.0
15B栋|635|6|4|1=25151113;2=25151114;3=25151115;4=25151116|0.0
15B栋|636|6|4|1=25151117;2=25151118;3=25151119;4=25151120|0.0
15B栋|637|6|4|1=25151121;2=25151122;3=25151123;4=25151124|0.0
15B栋|638|6|4|1=25151125;2=25151126;3=25151127;4=25151128|0.0
15B栋|639|6|4|1=25151129;2=25151130;3=25151131;4=25151132|0.0
15B栋|640|6|4|1=25151201;2=25151202;3=25151203;4=25151204|0.0
15B栋|641|6|4|1=25151205;2=25151206;3=25151207;4=25151208|0.0
15B栋|642|6|4|1=25151209;2=25151210;3=25151211;4=25151212|0.0
15B栋|643|6|4|1=25151213;2=25151214;3=25151215;4=25151216|0.0
15B栋|644|6|4|1=25151217;2=25151218;3=25151219;4=25151220|0.0
15B栋|645|6|4|1=25151221;2=25151222;3=25151223;4=25151224|0.0
15B栋|701|7|4|1=25151225;2=25151226;3=25151227;4=25151228|0.0
15B栋|702|7|4|1=25151229;2=25151230;3=25151231;4=25151232|0.0
15B栋|703|7|4|1=25151301;2=25151302;3=25151303;4=25151304|0.0
15B栋|704|7|4|1=25151305;2=25151306;3=25151307;4=25151308|0.0
15B栋|705|7|4|1=25151309;2=25151310;3=25151311;4=25151312|0.0
15B栋|706|7|4|1=25151313;2=25151314;3=25151315;4=25151316|0.0
15B栋|707|7|4|1=25151317;2=25151318;3=25151319;4=25151320|0.0
15B栋|708|7|4|1=25151321;2=25151322;3=25151323;4=25151324|0.0
15B栋|709|7|4|1=25151325;2=25151326;3=25151327;4=25151328|0.0
15B栋|710|7|4|1=25151329;2=25151330;3=25151331;4=25151332|0.0
15B栋|711|7|4|1=25151401;2=25151402;3=25151403;4=25151404|0.0
15B栋|712|7|4|1=25151405;2=25151406;3=25151407;4=25151408|0.0
15B栋|713|7|4|1=25151409;2=25151410;3=25151411;4=25151412|0.0
15B栋|714|7|4|1=25151413;2=25151414;3=25151415;4=25151416|0.0
15B栋|715|7|4|1=25151417;2=25151418;3=25151419;4=25151420|0.0
15B栋|716|7|4|1=25151421;2=25151422;3=25151423;4=25151424|0.0
15B栋|717|7|4|1=25151425;2=25151426;3=25151427;4=25151428|0.0
15B栋|718|7|4|1=25151429;2=25151430;3=25151431;4=25151432|0.0
15B栋|719|7|4|1=25152101;2=25152102;3=25152103;4=25152104|0.0
15B栋|720|7|4|1=25152105;2=25152106;3=25152107;4=25152108|0.0
15B栋|721|7|4|1=25152109;2=25152110;3=25152111;4=25152112|0.0
15B栋|722|7|4|1=25152113;2=25152114;3=25152115;4=25152116|0.0
15B栋|723|7|4|1=25152117;2=25152118;3=25152119;4=25152120|0.0
15B栋|724|7|4|1=25152121;2=25152122;3=25152123;4=25152124|0.0
15B栋|725|7|4|1=25152125;2=25152126;3=25152127;4=25152128|0.0
15B栋|726|7|4|1=25152129;2=25152130;3=25152131;4=25152132|0.0
15B栋|727|7|4|1=25152201;2=25152202;3=25152203;4=25152204|0.0
15B栋|728|7|4|1=25152205;2=25152206;3=25152207;4=25152208|0.0
15B栋|729|7|4|1=25152209;2=25152210;3=25152211;4=25152212|0.0
15B栋|730|7|4|1=25152213;2=25152214;3=25152215;4=25152216|0.0
15B栋|731|7|4|1=25152217;2=25152218;3=25152219;4=25152220|0.0
15B栋|732|7|4|1=25152221;2=25152222;3=25152223;4=25152224|0.0
15B栋|733|7|4|1=25152225;2=25152226;3=25152227;4=25152228|0.0
15B栋|734|7|4|1=25152229;2=25152230;3=25152231;4=25152232|0.0
15B栋|735|7|4|1=25152301;2=25152302;3=25152303;4=25152304|0.0
15B栋|736|7|4|1=25152305;2=25152306;3=25152307;4=25152308|0.0
15B栋|737|7|4|1=25152309;2=25152310;3=25152311;4=25152312|0.0
15B栋|738|7|4|1=25152313;2=25152314;3=25152315;4=25152316|0.0
15B栋|739|7|4|1=25152317;2=25152318;3=25152319;4=25152320|0.0
15B栋|740|7|4|1=25152321;2=25152322;3=25152323;4=25152324|0.0
15B栋|741|7|4|1=25152325;2=25152326;3=25152327;4=25152328|0.0
15B栋|742|7|4|1=25152329;2=25152330;3=25152331;4=25152332|0.0
15B栋|743|7|4|1=25152401;2=25152402;3=25152403;4=25152404|0.0
15B栋|744|7|4|1=25152405;2=25152406;3=25152407;4=25152408|0.0
15B栋|745|7|4|1=25152409;2=25152410;3=25152411;4=25152412|0.0
15B栋|801|8|4|1=25152413;2=25152414;3=25152415;4=25152416|0.0
15B栋|802|8|4|1=25152417;2=25152418;3=25152419;4=25152420|0.0
15B栋|803|8|4|1=25152421;2=25152422;3=25152423;4=25152424|0.0
15B栋|804|8|4|1=25152425;2=25152426;3=25152427;4=25152428|0.0
15B栋|805|8|4|1=25152429;2=25152430;3=25152431;4=25152432|0.0
15B栋|806|8|4|1=25153101;2=25153102;3=25153103;4=25153104|0.0
15B栋|807|8|4|1=25153105;2=25153106;3=25153107;4=25153108|0.0
15B栋|808|8|4|1=25153109;2=25153110;3=25153111;4=25153112|0.0
15B栋|809|8|4|1=25153113;2=25153114;3=25153115;4=25153116|0.0
15B栋|810|8|4|1=25153117;2=25153118;3=25153119;4=25153120|0.0
15B栋|811|8|4|1=25153121;2=25153122;3=25153123;4=25153124|0.0
15B栋|812|8|4|1=25153125;2=25153126;3=25153127;4=25153128|0.0
15B栋|813|8|4|1=25153129;2=25153130;3=25153131;4=25153132|0.0
15B栋|814|8|4|1=25153201;2=25153202;3=25153203;4=25153204|0.0
15B栋|815|8|4|1=25153205;2=25153206;3=25153207;4=25153208|0.0
15B栋|816|8|4|1=25153209;2=25153210;3=25153211;4=25153212|0.0
15B栋|817|8|4|1=25153213;2=25153214;3=25153215;4=25153216|0.0
15B栋|818|8|4|1=25153217;2=25153218;3=25153219;4=25153220|0.0
15B栋|819|8|4|1=25153221;2=25153222;3=25153223;4=25153224|0.0
15B栋|820|8|4|1=25153225;2=25153226;3=25153227;4=25153228|0.0
15B栋|821|8|4|1=25153229;2=25153230;3=25153231;4=25153232|0.0
15B栋|822|8|4|1=25153301;2=25153302;3=25153303;4=25153304|0.0
15B栋|823|8|4|1=25153305;2=25153306;3=25153307;4=25153308|0.0
15B栋|824|8|4|1=25153309;2=25153310;3=25153311;4=25153312|0.0
15B栋|825|8|4|1=25153313;2=25153314;3=25153315;4=25153316|0.0
15B栋|826|8|4|1=25153317;2=25153318;3=25153319;4=25153320|0.0
15B栋|827|8|4|1=25153321;2=25153322;3=25153323;4=25153324|0.0
15B栋|828|8|4|1=25153325;2=25153326;3=25153327;4=25153328|0.0
15B栋|829|8|4|1=25153329;2=25153330;3=25153331;4=25153332|0.0
15B栋|830|8|4|1=25153401;2=25153402;3=25153403;4=25153404|0.0
15B栋|831|8|4|1=25153405;2=25153406;3=25153407;4=25153408|0.0
15B栋|832|8|4|1=25153409;2=25153410;3=25153411;4=25153412|0.0
15B栋|833|8|4|1=25153413;2=25153414;3=25153415;4=25153416|0.0
15B栋|834|8|4|1=25153417;2=25153418;3=25153419;4=25153420|0.0
