# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=24011109;2=24011110;3=24011111;4=24011112
15B栋|515|5|4|1=25153109;2=25153110;3=25153111;4=25153112
15B栋|516|5|4|1=25153113;2=25153114;3=25153115;4=25153116
15B栋|517|5|4|1=25153117;2=25153118;3=25153119;4=25153120
15B栋|518|5|4|1=25153121;2=25153122;3=25153123;4=25153124
15B栋|519|5|4|1=25153125;2=25153126;3=25153127;4=25153128
15B栋|520|5|4|1=25153129;2=25153130;3=25153131;4=25153132
15B栋|521|5|4|1=25153201;2=25153202;3=25153203;4=25153204
15B栋|522|5|4|1=25153205;2=25153206;3=25153207;4=25153208
15B栋|523|5|4|1=25153209;2=25153210;3=25153211;4=25153212
15B栋|524|5|4|1=25153213;2=25153214;3=25153215;4=25153216
15B栋|525|5|4|1=25153217;2=25153218;3=25153219;4=25153220
15B栋|526|5|4|1=25153221;2=25153222;3=25153223;4=25153224
15B栋|527|5|4|1=25153225;2=25153226;3=25153227;4=25153228
15B栋|528|5|4|1=25153229;2=25153230;3=25153231;4=25153232
15B栋|529|5|4|1=25153301;2=25153302;3=25153303;4=25153304
15B栋|530|5|4|1=25153305;2=25153306;3=25153307;4=25153308
15B栋|531|5|4|1=25153309;2=25153310;3=25153311;4=25153312
15B栋|532|5|4|1=25153313;2=25153314;3=25153315;4=25153316
15B栋|533|5|4|1=25153317;2=25153318;3=25153319;4=25153320
15B栋|534|5|4|1=25153321;2=25153322;3=25153323;4=25153324
15B栋|535|5|4|1=25153325;2=25153326;3=25153327;4=25153328
15B栋|536|5|4|1=25153329;2=25153330;3=25153331;4=25153332
15B栋|537|5|4|1=25153401;2=25153402;3=25153403;4=25153404
15B栋|538|5|4|1=25153405;2=25153406;3=25153407;4=25153408
15B栋|539|5|4|1=25153409;2=25153410;3=25153411;4=25153412
15B栋|540|5|4|1=25153413;2=25153414;3=25153415;4=25153416
15B栋|541|5|4|1=25153417;2=25153418;3=25153419;4=25153420
15B栋|542|5|4|1=25153421;2=25153422;3=25153423;4=25153424
15B栋|543|5|4|1=25153425;2=25153426;3=25153427;4=25153428
15B栋|544|5|4|1=25153429;2=25153430;3=25153431;4=25153432
15B栋|545|5|4|1=25154101;2=25154102;3=25154103;4=25154104
15B栋|601|6|4|1=25154105;2=25154106;3=25154107;4=25154108
15B栋|602|6|4|1=25154109;2=25154110;3=25154111;4=25154112
15B栋|603|6|4|1=25154113;2=25154114;3=25154115;4=25154116
15B栋|604|6|4|1=25154117;2=25154118;3=25154119;4=25154120
15B栋|605|6|4|1=25154121;2=25154122;3=25154123;4=25154124
15B栋|606|6|4|1=25154125;2=25154126;3=25154127;4=25154128
15B栋|607|6|4|1=25154129;2=25154130;3=25154131;4=25154132
15B栋|608|6|4|1=25154201;2=25154202;3=25154203;4=25154204
15B栋|609|6|4|1=25154205;2=25154206;3=25154207;4=25154208
15B栋|610|6|4|1=25154209;2=25154210;3=25154211;4=25154212
15B栋|611|6|4|1=25154213;2=25154214;3=25154215;4=25154216
15B栋|612|6|4|1=25154217;2=25154218;3=25154219;4=25154220
15B栋|613|6|4|1=25154221;2=25154222;3=25154223;4=25154224
15B栋|614|6|4|1=25154225;2=25154226;3=25154227;4=25154228
15B栋|615|6|4|1=25154229;2=25154230;3=25154231;4=25154232
15B栋|616|6|4|1=25154301;2=25154302;3=25154303;4=25154304
15B栋|617|6|4|1=25154305;2=25154306;3=25154307;4=25154308
15B栋|618|6|4|1=25154309;2=25154310;3=25154311;4=25154312
15B栋|619|6|4|1=25154313;2=25154314;3=25154315;4=25154316
15B栋|620|6|4|1=25154317;2=25154318;3=25154319;4=25154320
15B栋|621|6|4|1=25154321;2=25154322;3=25154323;4=25154324
15B栋|622|6|4|1=25154325;2=25154326;3=25154327;4=25154328
15B栋|623|6|4|1=25154329;2=25154330;3=25154331;4=25154332
15B栋|624|6|4|1=25154401;2=25154402;3=25154403;4=25154404
15B栋|625|6|4|1=25154405;2=25154406;3=25154407;4=25154408
15B栋|626|6|4|1=25154409;2=25154410;3=25154411;4=25154412
15B栋|627|6|4|1=25154413;2=25154414;3=25154415;4=25154416
15B栋|628|6|4|1=25154417;2=25154418;3=25154419;4=25154420
15B栋|629|6|4|1=25154421;2=25154422;3=25154423;4=25154424
15B栋|630|6|4|1=25154425;2=25154426;3=25154427;4=25154428
15B栋|631|6|4|1=25154429;2=25154430;3=25154431;4=25154432
15B栋|632|6|4|1=;2=;3=;4=
15B栋|633|6|4|1=;2=;3=;4=
15B栋|634|6|4|1=;2=;3=;4=
15B栋|635|6|4|1=;2=;3=;4=
15B栋|636|6|4|1=;2=;3=;4=
15B栋|637|6|4|1=;2=;3=;4=
15B栋|638|6|4|1=;2=;3=;4=
15B栋|639|6|4|1=;2=;3=;4=
15B栋|640|6|4|1=;2=;3=;4=
15B栋|641|6|4|1=;2=;3=;4=
15B栋|642|6|4|1=;2=;3=;4=
15B栋|643|6|4|1=;2=;3=;4=
15B栋|644|6|4|1=;2=;3=;4=
15B栋|645|6|4|1=;2=;3=;4=
16A栋|101|1|4|1=24161133;2=24161134;3=24161135;4=24161136
16A栋|102|1|4|1=24161137;2=24161138;3=24161139;4=24161140
16A栋|103|1|4|1=24161233;2=24161234;3=24161235;4=24161236
16A栋|104|1|4|1=24161237;2=24161238;3=24161239;4=24161240
16A栋|105|1|4|1=24161333;2=24161334;3=24161335;4=24161336
16A栋|106|1|4|1=24161337;2=24161338;3=24161339;4=24161340
16A栋|107|1|4|1=24161433;2=24161434;3=24161435;4=24161436
16A栋|108|1|4|1=24161437;2=24161438;3=24161439;4=24161440
16A栋|109|1|4|1=24162133;2=24162134;3=24162135;4=24162136
16A栋|110|1|4|1=24162137;2=24162138;3=24162139;4=24162140
16A栋|111|1|4|1=24162233;2=24162234;3=24162235;4=24162236
16A栋|112|1|4|1=24162237;2=24162238;3=24162239;4=24162240
16A栋|113|1|4|1=24162333;2=24162334;3=24162335;4=24162336
16A栋|114|1|4|1=24162337;2=24162338;3=24162339;4=24162340
16A栋|115|1|4|1=24162433;2=24162434;3=24162435;4=24162436
16A栋|116|1|4|1=24162437;2=24162438;3=24162439;4=24162440
16A栋|117|1|4|1=24163133;2=24163134;3=24163135;4=24163136
16A栋|118|1|4|1=24163137;2=24163138;3=24163139;4=24163140
16A栋|119|1|4|1=24163233;2=24163234;3=24163235;4=24163236
16A栋|120|1|4|1=24163237;2=24163238;3=24163239;4=24163240
16A栋|121|1|4|1=24163333;2=24163334;3=24163335;4=24163336
16A栋|122|1|4|1=24163337;2=24163338;3=24163339;4=24163340
16A栋|123|1|4|1=24163433;2=24163434;3=24163435;4=24163436
16A栋|124|1|4|1=24163437;2=24163438;3=24163439;4=24163440
16A栋|125|1|4|1=24164133;2=24164134;3=24164135;4=24164136
16A栋|126|1|4|1=24164137;2=24164138;3=24164139;4=24164140
16A栋|127|1|4|1=24164233;2=24164234;3=24164235;4=24164236
16A栋|128|1|4|1=24164237;2=24164238;3=24164239;4=24164240
16A栋|129|1|4|1=24164333;2=24164334;3=24164335;4=24164336
16A栋|130|1|4|1=24164337;2=24164338;3=24164339;4=24164340
16A栋|131|1|4|1=24164433;2=24164434;3=24164435;4=24164436
16A栋|132|1|4|1=24164437;2=24164438;3=24164439;4=24164440
16A栋|133|1|4|1=25161133;2=25161134;3=25161135;4=25161136
16A栋|134|1|4|1=25161137;2=25161138;3=25161139;4=25161140
16A栋|135|1|4|1=25161233;2=25161234;3=25161235;4=25161236
16A栋|136|1|4|1=25161237;2=25161238;3=25161239;4=25161240
16A栋|137|1|4|1=25161333;2=25161334;3=25161335;4=25161336
16A栋|138|1|4|1=25161337;2=25161338;3=25161339;4=25161340
16A栋|139|1|4|1=25161433;2=25161434;3=25161435;4=25161436
16A栋|140|1|4|1=25161437;2=25161438;3=25161439;4=25161440
16A栋|141|1|4|1=25162133;2=25162134;3=25162135;4=25162136
16A栋|142|1|4|1=25162137;2=25162138;3=25162139;4=25162140
16A栋|143|1|4|1=25162233;2=25162234;3=25162235;4=25162236
16A栋|144|1|4|1=25162237;2=25162238;3=25162239;4=25162240
16A栋|145|1|4|1=25162333;2=25162334;3=25162335;4=25162336
16A栋|201|2|4|1=25162337;2=25162338;3=25162339;4=25162340
16A栋|202|2|4|1=25162433;2=25162434;3=25162435;4=25162436
16A栋|203|2|4|1=25162437;2=25162438;3=25162439;4=25162440
16A栋|204|2|4|1=25163133;2=25163134;3=25163135;4=25163136
16A栋|205|2|4|1=25163137;2=25163138;3=25163139;4=25163140
16A栋|206|2|4|1=25163233;2=25163234;3=25163235;4=25163236
16A栋|207|2|4|1=25163237;2=25163238;3=25163239;4=25163240
16A栋|208|2|4|1=25163333;2=25163334;3=25163335;4=25163336
16A栋|209|2|4|1=25163337;2=25163338;3=25163339;4=25163340
16A栋|210|2|4|1=25163433;2=25163434;3=25163435;4=25163436
16A栋|211|2|4|1=25163437;2=25163438;3=25163439;4=25163440
16A栋|212|2|4|1=25164133;2=25164134;3=25164135;4=25164136
16A栋|213|2|4|1=25164137;2=25164138;3=25164139;4=25164140
16A栋|214|2|4|1=25164233;2=25164234;3=25164235;4=25164236
16A栋|215|2|4|1=25164237;2=25164238;3=25164239;4=25164240
16A栋|216|2|4|1=25164333;2=25164334;3=25164335;4=25164336
16A栋|217|2|4|1=25164337;2=25164338;3=25164339;4=25164340
16A栋|218|2|4|1=25164433;2=25164434;3=25164435;4=25164436
16A栋|219|2|4|1=25164437;2=25164438;3=25164439;4=25164440
16A栋|220|2|4|1=;2=;3=;4=
16A栋|221|2|4|1=;2=;3=;4=
16A栋|222|2|4|1=;2=;3=;4=
16A栋|223|2|4|1=;2=;3=;4=
16A栋|224|2|4|1=;2=;3=;4=
16A栋|225|2|4|1=;2=;3=;4=
16A栋|226|2|4|1=;2=;3=;4=
16A栋|227|2|4|1=;2=;3=;4=
16A栋|228|2|4|1=;2=;3=;4=
16A栋|229|2|4|1=;2=;3=;4=
16A栋|230|2|4|1=;2=;3=;4=
16A栋|231|2|4|1=;2=;3=;4=
16A栋|232|2|4|1=;2=;3=;4=
16A栋|233|2|4|1=;2=;3=;4=
16A栋|234|2|4|1=;2=;3=;4=
16A栋|235|2|4|1=;2=;3=;4=
16A栋|236|2|4|1=;2=;3=;4=
16A栋|237|2|4|1=;2=;3=;4=
16A栋|238|2|4|1=;2=;3=;4=
16A栋|239|2|4|1=;2=;3=;4=
16A栋|240|2|4|1=;2=;3=;4=
16A栋|241|2|4|1=;2=;3=;4=
16A栋|242|2|4|1=;2=;3=;4=
16A栋|243|2|4|1=;2=;3=;4=
16A栋|244|2|4|1=;2=;3=;4=
16A栋|245|2|4|1=;2=;3=;4=
16B栋|101|1|4|1=24161101;2=24161102;3=24161103;4=24161104
16B栋|102|1|4|1=24161105;2=24161106;3=24161107;4=24161108
16B栋|103|1|4|1=24161109;2=24161110;3=24161111;4=24161112
16B栋|104|1|4|1=24161113;2=24161114;3=24161115;4=24161116
16B栋|105|1|4|1=24161117;2=24161118;3=24161119;4=24161120
16B栋|106|1|4|1=24161121;2=24161122;3=24161123;4=24161124
16B栋|107|1|4|1=24161125;2=24161126;3=24161127;4=24161128
16B栋|108|1|4|1=24161129;2=24161130;3=24161131;4=24161132
16B栋|109|1|4|1=24161201;2=24161202;3=24161203;4=24161204
16B栋|110|1|4|1=24161205;2=24161206;3=24161207;4=24161208
16B栋|111|1|4|1=24161209;2=24161210;3=24161211;4=24161212
16B栋|112|1|4|1=24161213;2=24161214;3=24161215;4=24161216
16B栋|113|1|4|1=24161217;2=24161218;3=24161219;4=24161220
16B栋|114|1|4|1=24161221;2=24161222;3=24161223;4=24161224
16B栋|115|1|4|1=24161225;2=24161226;3=24161227;4=24161228
16B栋|116|1|4|1=24161229;2=24161230;3=24161231;4=24161232
16B栋|117|1|4|1=24161301;2=24161302;3=24161303;4=24161304
16B栋|118|1|4|1=24161305;2=24161306;3=24161307;4=24161308
16B栋|119|1|4|1=24161309;2=24161310;3=24161311;4=24161312
16B栋|120|1|4|1=24161313;2=24161314;3=24161315;4=24161316
16B栋|121|1|4|1=24161317;2=24161318;3=24161319;4=24161320
16B栋|122|1|4|1=24161321;2=24161322;3=24161323;4=24161324
16B栋|123|1|4|1=24161325;2=24161326;3=24161327;4=24161328
16B栋|124|1|4|1=24161329;2=24161330;3=24161331;4=24161332
16B栋|125|1|4|1=24161401;2=24161402;3=24161403;4=24161404
16B栋|126|1|4|1=24161405;2=24161406;3=24161407;4=24161408
16B栋|127|1|4|1=24161409;2=24161410;3=24161411;4=24161412
16B栋|128|1|4|1=24161413;2=24161414;3=24161415;4=24161416
16B栋|129|1|4|1=24161417;2=24161418;3=24161419;4=24161420
16B栋|130|1|4|1=24161421;2=24161422;3=24161423;4=24161424
16B栋|131|1|4|1=24161425;2=24161426;3=24161427;4=24161428
16B栋|132|1|4|1=24161429;2=24161430;3=24161431;4=24161432
16B栋|133|1|4|1=24162101;2=24162102;3=24162103;4=24162104
16B栋|134|1|4|1=24162105;2=24162106;3=24162107;4=24162108
16B栋|135|1|4|1=24162109;2=24162110;3=24162111;4=24162112
16B栋|136|1|4|1=24162113;2=24162114;3=24162115;4=24162116
16B栋|137|1|4|1=24162117;2=24162118;3=24162119;4=24162120
16B栋|138|1|4|1=24162121;2=24162122;3=24162123;4=24162124
16B栋|139|1|4|1=24162125;2=24162126;3=24162127;4=24162128
16B栋|140|1|4|1=24162129;2=24162130;3=24162131;4=24162132
16B栋|141|1|4|1=24162201;2=24162202;3=24162203;4=24162204
16B栋|142|1|4|1=24162205;2=24162206;3=24162207;4=24162208
16B栋|143|1|4|1=24162209;2=24162210;3=24162211;4=24162212
16B栋|144|1|4|1=24162213;2=24162214;3=24162215;4=24162216
16B栋|145|1|4|1=24162217;2=24162218;3=24162219;4=24162220
16B栋|201|2|4|1=24162221;2=24162222;3=24162223;4=24162224
16B栋|202|2|4|1=24162225;2=24162226;3=24162227;4=24162228
16B栋|203|2|4|1=24162229;2=24162230;3=24162231;4=24162232
16B栋|204|2|4|1=24162301;2=24162302;3=24162303;4=24162304
16B栋|205|2|4|1=24162305;2=24162306;3=24162307;4=24162308
16B栋|206|2|4|1=24162309;2=24162310;3=24162311;4=24162312
16B栋|207|2|4|1=24162313;2=24162314;3=24162315;4=24162316
16B栋|208|2|4|1=24162317;2=24162318;3=24162319;4=24162320
16B栋|209|2|4|1=24162321;2=24162322;3=24162323;4=24162324
16B栋|210|2|4|1=24162325;2=24162326;3=24162327;4=24162328
16B栋|211|2|4|1=24162329;2=24162330;3=24162331;4=24162332
16B栋|212|2|4|1=24162401;2=24162402;3=24162403;4=24162404
16B栋|213|2|4|1=24162405;2=24162406;3=24162407;4=24162408
16B栋|214|2|4|1=24162409;2=24162410;3=24162411;4=24162412
16B栋|215|2|4|1=24162413;2=24162414;3=24162415;4=24162416
16B栋|216|2|4|1=24162417;2=24162418;3=24162419;4=24162420
16B栋|217|2|4|1=24162421;2=24162422;3=24162423;4=24162424
16B栋|218|2|4|1=24162425;2=24162426;3=24162427;4=24162428
16B栋|219|2|4|1=24162429;2=24162430;3=24162431;4=24162432
16B栋|220|2|4|1=24163101;2=24163102;3=24163103;4=24163104
16B栋|221|2|4|1=24163105;2=24163106;3=24163107;4=24163108
16B栋|222|2|4|1=24163109;2=24163110;3=24163111;4=24163112
16B栋|223|2|4|1=24163113;2=24163114;3=24163115;4=24163116
16B栋|224|2|4|1=24163117;2=24163118;3=24163119;4=24163120
16B栋|225|2|4|1=24163121;2=24163122;3=24163123;4=24163124
16B栋|226|2|4|1=24163125;2=24163126;3=24163127;4=24163128
16B栋|227|2|4|1=24163129;2=24163130;3=24163131;4=24163132
16B栋|228|2|4|1=24163201;2=24163202;3=24163203;4=24163204
16B栋|229|2|4|1=24163205;2=24163206;3=24163207;4=24163208
16B栋|230|2|4|1=24163209;2=24163210;3=24163211;4=24163212
16B栋|231|2|4|1=24163213;2=24163214;3=24163215;4=24163216
16B栋|232|2|4|1=24163217;2=24163218;3=24163219;4=24163220
16B栋|233|2|4|1=24163221;2=24163222;3=24163223;4=24163224
16B栋|234|2|4|1=24163225;2=24163226;3=24163227;4=24163228
16B栋|235|2|4|1=24163229;2=24163230;3=24163231;4=24163232
16B栋|236|2|4|1=24163301;2=24163302;3=24163303;4=24163304
16B栋|237|2|4|1=24163305;2=24163306;3=24163307;4=24163308
16B栋|238|2|4|1=24163309;2=24163310;3=24163311;4=24163312
16B栋|239|2|4|1=24163313;2=24163314;3=24163315;4=24163316
16B栋|240|2|4|1=24163317;2=24163318;3=24163319;4=24163320
16B栋|241|2|4|1=24163321;2=24163322;3=24163323;4=24163324
16B栋|242|2|4|1=24163325;2=24163326;3=24163327;4=24163328
16B栋|243|2|4|1=24163329;2=24163330;3=24163331;4=24163332
16B栋|244|2|4|1=24163401;2=24163402;3=24163403;4=24163404
16B栋|245|2|4|1=24163405;2=24163406;3=24163407;4=24163408
16B栋|301|3|4|1=24163409;2=24163410;3=24163411;4=24163412
16B栋|302|3|4|1=24163413;2=24163414;3=24163415;4=24163416
16B栋|303|3|4|1=24163417;2=24163418;3=24163419;4=24163420
16B栋|304|3|4|1=24163421;2=24163422;3=24163423;4=24163424
16B栋|305|3|4|1=24163425;2=24163426;3=24163427;4=24163428
16B栋|306|3|4|1=24163429;2=24163430;3=24163431;4=24163432
16B栋|307|3|4|1=24164101;2=24164102;3=24164103;4=24164104
16B栋|308|3|4|1=24164105;2=24164106;3=24164107;4=24164108
16B栋|309|3|4|1=24164109;2=24164110;3=24164111;4=24164112
16B栋|310|3|4|1=24164113;2=24164114;3=24164115;4=24164116
16B栋|311|3|4|1=24164117;2=24164118;3=24164119;4=24164120
16B栋|312|3|4|1=24164121;2=24164122;3=24164123;4=24164124
16B栋|313|3|4|1=24164125;2=24164126;3=24164127;4=24164128
16B栋|314|3|4|1=24164129;2=24164130;3=24164131;4=24164132
16B栋|315|3|4|1=24164201;2=24164202;3=24164203;4=24164204
16B栋|316|3|4|1=24164205;2=24164206;3=24164207;4=24164208
16B栋|317|3|4|1=24164209;2=24164210;3=24164211;4=24164212
16B栋|318|3|4|1=24164213;2=24164214;3=24164215;4=24164216
16B栋|319|3|4|1=24164217;2=24164218;3=24164219;4=24164220
16B栋|320|3|4|1=24164221;2=24164222;3=24164223;4=24164224
16B栋|321|3|4|1=24164225;2=24164226;3=24164227;4=24164228
16B栋|322|3|4|1=24164229;2=24164230;3=24164231;4=24164232
16B栋|323|3|4|1=24164301;2=24164302;3=24164303;4=24164304
16B栋|324|3|4|1=24164305;2=24164306;3=24164307;4=24164308
16B栋|325|3|4|1=24164309;2=24164310;3=24164311;4=24164312
16B栋|326|3|4|1=24164313;2=24164314;3=24164315;4=24164316
16B栋|327|3|4|1=24164317;2=24164318;3=24164319;4=24164320
16B栋|328|3|4|1=24164321;2=24164322;3=24164323;4=24164324
16B栋|329|3|4|1=24164325;2=24164326;3=24164327;4=24164328
16B栋|330|3|4|1=24164329;2=24164330;3=24164331;4=24164332
16B栋|331|3|4|1=24164401;2=24164402;3=24164403;4=24164404
16B栋|332|3|4|1=24164405;2=24164406;3=24164407;4=24164408
16B栋|333|3|4|1=24164409;2=24164410;3=24164411;4=24164412
16B栋|334|3|4|1=24164413;2=24164414;3=24164415;4=24164416
16B栋|335|3|4|1=24164417;2=24164418;3=24164419;4=24164420
16B栋|336|3|4|1=24164421;2=24164422;3=24164423;4=24164424
16B栋|337|3|4|1=24164425;2=24164426;3=24164427;4=24164428
16B栋|338|3|4|1=24164429;2=24164430;3=24164431;4=24164432
16B栋|339|3|4|1=25161101;2=25161102;3=25161103;4=25161104
16B栋|340|3|4|1=25161105;2=25161106;3=25161107;4=25161108
16B栋|341|3|4|1=25161109;2=25161110;3=25161111;4=25161112
16B栋|342|3|4|1=25161113;2=25161114;3=25161115;4=25161116
16B栋|343|3|4|1=25161117;2=25161118;3=25161119;4=25161120
16B栋|344|3|4|1=25161121;2=25161122;3=25161123;4=25161124
16B栋|345|3|4|1=25161125;2=25161126;3=25161127;4=25161128
16B栋|401|4|4|1=25161129;2=25161130;3=25161131;4=25161132
16B栋|402|4|4|1=25161201;2=25161202;3=25161203;4=25161204
16B栋|403|4|4|1=25161205;2=25161206;3=25161207;4=25161208
16B栋|404|4|4|1=25161209;2=25161210;3=25161211;4=25161212
16B栋|405|4|4|1=25161213;2=25161214;3=25161215;4=25161216
16B栋|406|4|4|1=25161217;2=25161218;3=25161219;4=25161220
16B栋|407|4|4|1=25161221;2=25161222;3=25161223;4=25161224
16B栋|408|4|4|1=25161225;2=25161226;3=25161227;4=25161228
16B栋|409|4|4|1=25161229;2=25161230;3=25161231;4=25161232
16B栋|410|4|4|1=25161301;2=25161302;3=25161303;4=25161304
16B栋|411|4|4|1=25161305;2=25161306;3=25161307;4=25161308
16B栋|412|4|4|1=25161309;2=25161310;3=25161311;4=25161312
16B栋|413|4|4|1=25161313;2=25161314;3=25161315;4=25161316
16B栋|414|4|4|1=25161317;2=25161318;3=25161319;4=25161320
16B栋|415|4|4|1=25161321;2=25161322;3=25161323;4=25161324
16B栋|416|4|4|1=25161325;2=25161326;3=25161327;4=25161328
16B栋|417|4|4|1=25161329;2=25161330;3=25161331;4=25161332
16B栋|418|4|4|1=25161401;2=25161402;3=25161403;4=25161404
16B栋|419|4|4|1=25161405;2=25161406;3=25161407;4=25161408
16B栋|420|4|4|1=25161409;2=25161410;3=25161411;4=25161412
16B栋|421|4|4|1=25161413;2=25161414;3=25161415;4=25161416
16B栋|422|4|4|1=25161417;2=25161418;3=25161419;4=25161420
16B栋|423|4|4|1=25161421;2=25161422;3=25161423;4=25161424
16B栋|424|4|4|1=25161425;2=25161426;3=25161427;4=25161428
16B栋|425|4|4|1=25161429;2=25161430;3=25161431;4=25161432
16B栋|426|4|4|1=25162101;2=25162102;3=25162103;4=25162104
16B栋|427|4|4|1=25162105;2=25162106;3=25162107;4=25162108
16B栋|428|4|4|1=25162109;2=25162110;3=25162111;4=25162112
16B栋|429|4|4|1=25162113;2=25162114;3=25162115;4=25162116
16B栋|430|4|4|1=25162117;2=25162118;3=25162119;4=25162120
16B栋|431|4|4|1=25162121;2=25162122;3=25162123;4=25162124
16B栋|432|4|4|1=25162125;2=25162126;3=25162127;4=25162128
16B栋|433|4|4|1=25162129;2=25162130;3=25162131;4=25162132
16B栋|434|4|4|1=25162201;2=25162202;3=25162203;4=25162204
16B栋|435|4|4|1=25162205;2=25162206;3=25162207;4=25162208
16B栋|436|4|4|1=25162209;2=25162210;3=25162211;4=25162212
16B栋|437|4|4|1=25162213;2=25162214;3=25162215;4=25162216
16B栋|438|4|4|1=25162217;2=25162218;3=25162219;4=25162220
16B栋|439|4|4|1=25162221;2=25162222;3=25162223;4=25162224
16B栋|440|4|4|1=25162225;2=25162226;3=25162227;4=25162228
16B栋|441|4|4|1=25162229;2=25162230;3=25162231;4=25162232
16B栋|442|4|4|1=25162301;2=25162302;3=25162303;4=25162304
16B栋|443|4|4|1=25162305;2=25162306;3=25162307;4=25162308
16B栋|444|4|4|1=25162309;2=25162310;3=25162311;4=25162312
16B栋|445|4|4|1=25162313;2=25162314;3=25162315;4=25162316
16B栋|501|5|4|1=25162317;2=25162318;3=25162319;4=25162320
16B栋|502|5|4|1=25162321;2=25162322;3=25162323;4=25162324
16B栋|503|5|4|1=25162325;2=25162326;3=25162327;4=25162328
16B栋|504|5|4|1=25162329;2=25162330;3=25162331;4=25162332
16B栋|505|5|4|1=25162401;2=25162402;3=25162403;4=25162404
16B栋|506|5|4|1=25162405;2=25162406;3=25162407;4=25162408
16B栋|507|5|4|1=25162409;2=25162410;3=25162411;4=25162412
16B栋|508|5|4|1=25162413;2=25162414;3=25162415;4=25162416
16B栋|509|5|4|1=25162417;2=25162418;3=25162419;4=25162420
16B栋|510|5|4|1=25162421;2=25162422;3=25162423;4=25162424
16B栋|511|5|4|1=25162425;2=25162426;3=25162427;4=25162428
16B栋|512|5|4|1=25162429;2=25162430;3=25162431;4=25162432
16B栋|513|5|4|1=25163101;2=25163102;3=25163103;4=25163104
16B栋|514|5|4|1=25163105;2=25163106;3=25163107;4=25163108
16B栋|515|5|4|1=25163109;2=25163110;3=25163111;4=25163112
16B栋|516|5|4|1=25163113;2=25163114;3=25163115;4=25163116
16B栋|517|5|4|1=25163117;2=25163118;3=25163119;4=25163120
16B栋|518|5|4|1=25163121;2=25163122;3=25163123;4=25163124
16B栋|519|5|4|1=25163125;2=25163126;3=25163127;4=25163128
16B栋|520|5|4|1=25163129;2=25163130;3=25163131;4=25163132
16B栋|521|5|4|1=25163201;2=25163202;3=25163203;4=25163204
16B栋|522|5|4|1=25163205;2=25163206;3=25163207;4=25163208
16B栋|523|5|4|1=25163209;2=25163210;3=25163211;4=25163212
16B栋|524|5|4|1=25163213;2=25163214;3=25163215;4=25163216
16B栋|525|5|4|1=25163217;2=25163218;3=25163219;4=25163220
16B栋|526|5|4|1=25163221;2=25163222;3=25163223;4=25163224
16B栋|527|5|4|1=25163225;2=25163226;3=25163227;4=25163228
16B栋|528|5|4|1=25163229;2=25163230;3=25163231;4=25163232
16B栋|529|5|4|1=25163301;2=25163302;3=25163303;4=25163304
16B栋|530|5|4|1=25163305;2=25163306;3=25163307;4=25163308
16B栋|531|5|4|1=25163309;2=25163310;3=25163311;4=25163312
16B栋|532|5|4|1=25163313;2=25163314;3=25163315;4=25163316
16B栋|533|5|4|1=25163317;2=25163318;3=25163319;4=25163320
16B栋|534|5|4|1=25163321;2=25163322;3=25163323;4=25163324
16B栋|535|5|4|1=25163325;2=25163326;3=25163327;4=25163328
16B栋|536|5|4|1=25163329;2=25163330;3=25163331;4=25163332
16B栋|537|5|4|1=25163401;2=25163402;3=25163403;4=25163404
16B栋|538|5|4|1=25163405;2=25163406;3=25163407;4=25163408
16B栋|539|5|4|1=25163409;2=25163410;3=25163411;4=25163412
16B栋|540|5|4|1=25163413;2=25163414;3=25163415;4=25163416
16B栋|541|5|4|1=25163417;2=25163418;3=25163419;4=25163420
16B栋|542|5|4|1=25163421;2=25163422;3=25163423;4=25163424
16B栋|543|5|4|1=25163425;2=25163426;3=25163427;4=25163428
16B栋|544|5|4|1=25163429;2=25163430;3=25163431;4=25163432
16B栋|545|5|4|1=25164101;2=25164102;3=25164103;4=25164104
16B栋|601|6|4|1=25164105;2=25164106;3=25164107;4=25164108
16B栋|602|6|4|1=25164109;2=25164110;3=25164111;4=25164112
16B栋|603|6|4|1=25164113;2=25164114;3=25164115;4=25164116
16B栋|604|6|4|1=25164117;2=25164118;3=25164119;4=25164120
16B栋|605|6|4|1=25164121;2=25164122;3=25164123;4=25164124
16B栋|606|6|4|1=25164125;2=25164126;3=25164127;4=25164128
